Quarter,Station,StationName,ChargerType,Avg_Degree_Per_Day
2024-Q4,FC05,桃園中華航空企業總部(限內部員工使用),AC,109.11
2024-Q4,FC06,輔大醫療大樓停車場(國璽樓),AC,12.62
2024-Q4,FC07,南投縣政府綜合大樓停車場,AC,3.87
2024-Q4,FC08,Times_南門市場停車場,AC,34.26
2024-Q4,FC09,台中港旅客服務中心停車場,AC,18.31
2024-Q4,FC09,台中港旅客服務中心停車場,DC,149.7
2024-Q4,FC10,凹子底停五立體停車場,AC,11.38
2024-Q4,FC10,凹子底停五立體停車場,DC,6.47
2024-Q4,FC11,高雄棧貳庫棧西停車場,AC,0
2024-Q4,FC13,宜蘭縣皇家花園餐廳停車場,DC,10.64
2024-Q4,FC15,禾馨安和婦幼診所,AC,7.32
2024-Q4,FC16,頂豐_松義站停車場,AC,0.04
2024-Q4,FE00,華城_中壢廠員工停車場,AC,2.4
2024-Q4,FH00,雀客旅館_新北蘆洲,AC,17.06
2024-Q4,FH01,F-Hotel_嘉義館,AC,16.23
2024-Q4,FM00,全家_屏東車城風車店,DC,38.18
2024-Q4,HC04,新竹尖石鄉公所,AC,0
2024-Q4,HS00,金弘笙_新竹竹北店,DC,219.37
2024-Q4,HS01,金弘笙_台南永康店,DC,108.45
2024-Q4,HS02,金弘笙_高雄九如店,DC,107.81
2024-Q4,KA00,KIA_高雄民族展示中心,DC,40.02
2024-Q4,KU00,藏壽司_羅東中山路店,DC,26.92
2024-Q4,KU01,藏壽司_沙鹿中山店,DC,24.3
2024-Q4,LX00,LEXUS_台北濱江服務廠,DC,4
2024-Q4,LX01,LEXUS_台北內湖營業所,DC,16.7
2024-Q4,LX02,LEXUS_桃園營業所,DC,13.47
2024-Q4,LX03,LEXUS_台中營業所,DC,10.61
2024-Q4,LX04,LEXUS_台南營業所,DC,1.88
2024-Q4,LX05,LEXUS_高雄民族營業所,DC,15.81
2024-Q4,MG00,MG順怡汽車_台中沙鹿,AC,10.49
2024-Q4,MG01,MG順怡汽車_彰化員林,AC,0.83
2024-Q4,MG03,MG順怡汽車_台中南屯,AC,0
2024-Q4,NT00,新北永福國小地下停車場,AC,23.8
2024-Q4,NT01,新北龍門公園地下停車場,AC,8.95
2024-Q4,NT02,新北二重國中地下停車場,AC,12.69
2024-Q4,NT03,新北厚德國小地下停車場,AC,18.74
2024-Q4,NT04,本站維護中｜請至：溪美立體停車場,AC,23.57
2024-Q4,NT05,新北聯邦公園地下停車場,AC,9.16
2024-Q4,NT06,新北正義公園地下停車場,AC,7.88
2024-Q4,NT07,新北溪美立體停車場,AC,20.2
2024-Q4,NT08,新北中山立體停車場,AC,25.84
2024-Q4,NT09,新北三張公園地下停車場,AC,17.73
2024-Q4,NT0A,新北安康立體停車場,AC,32.8
2024-Q4,NT0B,新北北新地下停車場,AC,11.54
2024-Q4,NT0C,新北寶橋立體停車場,AC,55.27
2024-Q4,NT0D,新北安和公園臨時平面停車場,AC,8.84
2024-Q4,NT0E,新北新店高中地下停車場,AC,10.9
2024-Q4,NT0F,新北綠湖公園地下停車場,AC,59.18
2024-Q4,NT0G,新北第七立體停車場,AC,12.13
2024-Q4,NT0H,新北樹林藝文綜合行政大樓地下停車場,AC,24.08
2024-Q4,NT0I,新北長壽公園地下停車場,AC,24.03
2024-Q4,NT0J,新北三鶯轉運站平面停車場,AC,2.73
2024-Q4,NT0K,新北市新莊國中運動場地下停車場,AC,69.79
2024-Q4,NT0L,新北江翠102平面停車場,AC,22.12
2024-Q4,NT0M,新北正義國小地下停車場,AC,28.89
2024-Q4,NT0N,新北頂溪國小地下停車場,AC,40.97
2024-Q4,NT0O,新北中港平面停車場,AC,6.89
2024-Q4,NT0P,新北公八公園平面停車場,AC,5.73
2024-Q4,NT11,新北光興國小地下停車場,AC,34.97
2024-Q4,NT12,新北碧華國小地下停車場,AC,35.56
2024-Q4,NT13,新北三重商工地下停車場,AC,99.74
2024-Q4,NT14,新北二重公園地下停車場,AC,16.24
2024-Q4,NT15,新北光榮國小地下停車場,AC,95.54
2024-Q4,NT16,新北興穀國小地下停車場,AC,13.77
2024-Q4,NT17,新北重陽公園地下停車場,AC,17.09
2024-Q4,NT18,新北板橋國小地下停車場,AC,60.05
2024-Q4,NT19,新北特專三臨時平面停車場,AC,29.23
2024-Q4,NT20,新北重慶公園地下停車場,AC,35.41
2024-Q4,NT21,新北華翠橋下平面停車場,AC,9.69
2024-Q4,NT22,新北市民廣場地下停車場,AC,94.58
2024-Q4,NT23,新北板橋國民中學地下停車場,AC,50
2024-Q4,NT24,新北臺北紙廠停車場,AC,3.25
2024-Q4,NT25,新北民生公園地下停車場,AC,54.46
2024-Q4,NT26,新北民權立體停車場,AC,25.87
2024-Q4,NT27,新北萬板高架橋下停車場,AC,27.84
2024-Q4,NT28,新北華東平面停車場,AC,13.02
2024-Q4,NT29,新北府後立體停車場,AC,23.16
2024-Q4,NT30,新北市立圖書館地下停車場,AC,43.6
2024-Q4,NT31,新北板橋高中地下停車場,AC,22.61
2024-Q4,NT32,新北江翠國中游泳池共構地下停車場,AC,67.2
2024-Q4,NT33,新北四維公園地下停車場,AC,73.71
2024-Q4,NT34,新北江翠國小地下停車場,AC,58.56
2024-Q4,NT35,新北中山國小地下停車場,AC,58.55
2024-Q4,NT36,新北音樂公園地下停車場,AC,55.73
2024-Q4,NT37,新北新埔國小地下停車場,AC,34.89
2024-Q4,NT38,新北忠孝國民中學地下停車場,AC,81.96
2024-Q4,NT39,新北五權公園地下停車場,AC,89.02
2024-Q4,NT40,新北八里區第一立體停車場,AC,33.01
2024-Q4,NT41,新北捷運幸福站立體停車場,AC,80.66
2024-Q4,NT43,新北五股區工商路立體停車場,AC,128.56
2024-Q4,NT44,新北智興立體停車場,AC,72
2024-Q4,NT45,新北水柳腳立體停車場,AC,12.19
2024-Q4,NT46,新北停三立體停車場,AC,99.25
2024-Q4,NT47,新北楓樹腳公園地下停車場,AC,13.01
2024-Q4,NT48,新北義學立體停車場,AC,74.91
2024-Q4,NT49,新北澳底公園地下停車場,AC,1.46
2024-Q4,NT50,新北三民地下停車場,AC,21.16
2024-Q4,NT51,新北市水碓立體停車場,AC,72.8
2024-Q4,NT52,新北市民生立體停車場,AC,42.58
2024-Q4,NT53,新北市瑞芳區立體停車場,AC,45.19
2024-Q4,NT54,新北市蘆洲國小地下停車場,AC,28.63
2024-Q4,NT55,新北市鷺江立體停車場,AC,64.48
2024-Q4,NT56,新北市成功地下停車場,AC,36.25
2024-Q4,NT57,新北市立鷺江國民中學地下停車場,AC,10.92
2024-Q4,NT58,新北市溪墘地下停車場,AC,35.76
2024-Q4,NT59,新北市仁愛立體停車場,AC,17.74
2024-Q4,NT60,新北市永康公園地下停車場,AC,32.58
2024-Q4,NT61,新北市金山立體停車場,AC,41.94
2024-Q4,NT62,新北市後港公園地下停車場,AC,35.89
2024-Q4,NT63,新北市頭前國中地下停車場,AC,58.95
2024-Q4,NT64,新北台65高架橋下停車場,AC,5.68
2024-Q4,NT65,新北市民安國民小學地下停車場,AC,82.91
2024-Q4,NT66,新北市新莊運動公園地下停車場,AC,172.04
2024-Q4,NT67,新北市中山停車場,AC,2.02
2024-Q4,NT68,新北市中正停車場,AC,22.84
2024-Q4,NT69,新北三峽國小地下停車場,AC,49
2024-Q4,NT70,新北中洲平面停車場,AC,36.79
2024-Q4,NT71,新北金城立體停車場,AC,43.7
2024-Q4,NT72,新北永豐平面停車場,AC,2.43
2024-Q4,NT73,新北明德平面停車場,AC,0.66
2024-Q4,NT74,新北延吉立體停車場,AC,27.28
2024-Q4,NT75,新北裕生立體停車場,AC,18.1
2024-Q4,NT76,新北學成公園地下停車場,AC,17.96
2024-Q4,NT77,新北員和公園地下停車場,AC,41.22
2024-Q4,NT78,新北中央公園地下停車場,AC,35.24
2024-Q4,NT79,新北高工地下停車場,AC,75.94
2024-Q4,NT80,新北中和國小地下停車場,AC,74.55
2024-Q4,NT81,新北民樂立體停車場,AC,31.34
2024-Q4,NT82,新北中和地政事務所及稅捐稽徵處,AC,35.22
2024-Q4,NT83,新北圓通平面停車場,AC,10.57
2024-Q4,NT84,新北民德立體停車場,AC,16.11
2024-Q4,NT85,新北民享公園地下停車場,AC,6.37
2024-Q4,NT86,新北秀山公園地下停車場,AC,24.54
2024-Q4,NT87,新北景新立體停車場,AC,17.75
2024-Q4,NT88,新北佳和公園地下停車場,AC,56.85
2024-Q4,NT89,新北錦和運動公園地下停車場,AC,27.54
2024-Q4,NT90,新北永和國小地下停車場,AC,79.92
2024-Q4,NT91,新北福和國中地下停車場,AC,60.28
2024-Q4,NT92,新北秀朗國民小學地下停車場,AC,74.84
2024-Q4,NT94,新北網溪國小地下停車場,AC,48.93
2024-Q4,NT95,新北烏來立體停車場,AC,10.84
2024-Q4,NT96,新北兒童遊戲場地下停車場,AC,5.36
2024-Q4,NT97,新北大豐地下停車場,AC,34.25
2024-Q4,NT98,新北中興低碳立體停車場,AC,75.18
2024-Q4,NT99,新北市三民立體停車場,AC,8.4
2024-Q4,SM00,統一精工速邁樂南屯,DC,58.78
2024-Q4,SM01,統一精工速邁樂新營二,DC,94.76
2024-Q4,SP00,新竹生醫科學園區,AC,20.9
2024-Q4,SP01,新竹科學園區_活動中心,AC,34.6
2024-Q4,SP06,竹南科學園區_服務處,AC,28.28
2024-Q4,ST00,星巴克_台中沙鹿北勢門市,DC,72.34
2024-Q4,SY00,順益汽車_濱江營業所,AC,0.45
2024-Q4,SY01,順益汽車_中和營業所,AC,3.23
2024-Q4,SY02,順益汽車_中壢營業所,AC,19.27
2024-Q4,TD00,台東火車站D區停車場,AC,0
2024-Q4,TD01,台東波浪屋停車場,AC,0
2024-Q4,TD02,台東南昌街停車場,AC,0
2024-Q4,TD03,台東柳州街停車場,AC,0
2024-Q4,TD05,臺東森林公園,AC,0
2024-Q4,TH00,屏東統一墾丁渡假村,AC,4.18
2024-Q4,TH01,新竹統一馬武督渡假會議中心,AC,3.75
2024-Q4,TH02,台中統一谷關渡假村,AC,13
2024-Q4,TK00,燦坤_台中五權店,DC,103.7
2024-Q4,TK01,燦坤_新竹光復店,AC,5.13
2024-Q4,TK01,燦坤_新竹光復店,DC,54.28
2024-Q4,TK02,燦坤_台北內湖總部,AC,23.19
2024-Q4,TK02,燦坤_台北內湖總部,DC,57.99
2024-Q4,TK03,燦坤_高雄華榮店,DC,54.96
2024-Q4,TK04,燦坤_竹北神山超越店,DC,119.88
2024-Q4,TK05,燦坤_台中超越店,DC,33.05
2024-Q4,TK08,燦坤_基隆安樂店,AC,9.12
2024-Q4,TK09,燦坤_新北淡水中山店,AC,22.67
2024-Q4,TK10,燦坤_彰化中正店,AC,2.16
2024-Q4,TK11,燦坤_嘉義旗艦店,AC,2.25
2024-Q4,TK11,燦坤_嘉義旗艦店,DC,39.03
2024-Q4,TK12,燦坤_高雄新岡山店,AC,4.86
2024-Q4,TK15,燦坤_高雄五甲店,AC,0.1
2024-Q4,TK16,燦坤_新北新四維店,AC,1.26
2024-Q4,TK16,燦坤_新北新四維店,DC,5.14
2024-Q4,TP21,台北玉成公園地下停車場,AC,0.27
2024-Q4,TP22,台北南港國小地下停車場,AC,77.29
2024-Q4,TP23,台北世貿公園地下停車場,AC,324.19
2024-Q4,TP26,台北興中立體停車場,AC,137.79
2024-Q4,TP27,台北洲子立體停車場,AC,0.86
2024-Q4,TP28,台北東湖國小地下停車場 ,AC,43.18
2024-Q4,TP31,台北大豐公園地下停車場,AC,24.65
2024-Q4,TP32,台北立農公園地下停車場,AC,14.24
2024-Q4,TS00,台糖_台北會館,AC,18.99
2024-Q4,TTEST001,華城內部測試站點,AC,4.37
2024-Q4,TY00,TOYOTA新莊充電站(DC),DC,24.56
2024-Q4,TY01,TOYOTA內湖充電站(DC),DC,14.61
2024-Q4,TY02,TOYOTA中壢充電站(DC),DC,11.56
2024-Q4,TY03,TOYOTA中台中充電站(DC),DC,24.67
2024-Q4,TY04,TOYOTA北台南充電站(DC),DC,5.22
2024-Q4,TY05,TOYOTA北高雄充電站(DC),DC,5.09
2024-Q4,YK00,台北新光南港軟體園區,AC,32.51
2024-Q4,YK00,台北新光南港軟體園區,DC,32.86
2024-Q4,YK01,台北內湖亞太經貿廣場A棟,AC,45.06
2024-Q4,YK02,新北淡水新光淡江複合學舍,AC,20.45
2024-Q4,YL01,宜蘭光復國民小學停車場,AC,0
2024-Q4,YL02,宜蘭東光國中停車場,AC,0
2024-Q4,YL04,宜蘭南安國小社區公共停車場,AC,0
2024-Q4,YL05,宜蘭羅東國中停車場,AC,0
2024-Q4,YL06,宜蘭羅東國小停車場,AC,0
2024-Q4,YL11,宜蘭公正國小停車場,AC,0
2024-Q4,YL13,宜蘭縣三期納骨樓地下停車場,AC,0
2025-Q1,NULL,NULL,AC,0.01
2025-Q1,7E00,7-11_桃園江園門市,DC,181.88
2025-Q1,7E01,7-11_南投邵月門市(原鑫中潭),DC,56.36
2025-Q1,7E03,7-11_南投竹秀門市,DC,225.01
2025-Q1,7E04,7-11_台東卑南門市,DC,41.33
2025-Q1,7E05,7-11_高雄得富門市,DC,219.84
2025-Q1,7E06,7-11_台中成功嶺門市,DC,174.64
2025-Q1,7E07,7-11_雲林保庄門市,DC,188.15
2025-Q1,7E10,7-11_新竹冠亨門市,DC,233.07
2025-Q1,7E11,7-11_台中建日門市,DC,145.53
2025-Q1,BQ00,桃園南崁特力家居,AC,30.69
2025-Q1,BQ00,桃園南崁特力家居,DC,86.9
2025-Q1,BQ01,Life1生活廣場高雄館,AC,14.57
2025-Q1,BQ01,Life1生活廣場高雄館,DC,30.4
2025-Q1,BQ02,Life1生活廣場台南館,DC,98.89
2025-Q1,BZ00,台隆賓士_台北濱江,DC,66.76
2025-Q1,BZ01,賓航賓士_新北中和,DC,140.47
2025-Q1,BZ02,賓泓賓士_台南(南區),DC,51.97
2025-Q1,BZ03,德冠賓士_高雄,DC,162.99
2025-Q1,BZ04,中彰賓士_台中,DC,131.04
2025-Q1,BZ05,中華賓士_台北關渡,DC,150.25
2025-Q1,BZ06,中華賓士_桃園,DC,94.7
2025-Q1,BZ07,中華賓士_台中河南,DC,118.87
2025-Q1,BZ08,中華賓士_台南(永康區),DC,83.06
2025-Q1,BZ09,中華賓士_高屏,DC,55.73
2025-Q1,BZ10,中華賓士_花蓮,DC,35.84
2025-Q1,BZ11,中華賓士_台北內湖,DC,176.52
2025-Q1,BZ12,台明賓士_新北三重,DC,65.31
2025-Q1,BZ13,聯立賓士_新竹,DC,126.18
2025-Q1,BZ14,聯立賓士-中壢,DC,81.09
2025-Q1,BZ21,裕賓賓士_宜蘭,DC,29.66
2025-Q1,EA00,屏東光隅民宿,AC,0.72
2025-Q1,EA01,高雄華園親子飯店草衙館,AC,23.33
2025-Q1,EA02,桃園華泰名品城(二期),AC,128.75
2025-Q1,EA03,桃園華泰名品城(三期),AC,55.75
2025-Q1,EA04,高雄星澄風旅,AC,12.82
2025-Q1,EA05,台北市文山運動中心,AC,22.58
2025-Q1,EA06,台中巨大集團全球營運總部,AC,10.44
2025-Q1,EA07,新北大板根森林溫泉酒店,AC,12.78
2025-Q1,EA10,礁溪冠翔泉旅,AC,39.71
2025-Q1,EA11,基隆樂利停車場,AC,1.75
2025-Q1,EA13,成睿_龍安一停車場,AC,7.87
2025-Q1,EA14,成睿_建國停車場,AC,3.03
2025-Q1,EA15,成睿_吉安停車場,AC,8.75
2025-Q1,EA16,成睿_青溪停車場,AC,2.85
2025-Q1,EA18,成睿_龍安二停車場,AC,15.35
2025-Q1,EA19,臺灣永光化學公司第四廠,AC,10.19
2025-Q1,EA20,歐特儀股份有限公司金獅湖北區停車場,AC,0
2025-Q1,EA21,歐特儀股份有限公司旗津海岸停車場,AC,20.14
2025-Q1,EA21,歐特儀股份有限公司旗津海岸停車場,DC,0.62
2025-Q1,EA22,新北市林口國民運動中心,AC,24.05
2025-Q1,EA23,新北市青少年圖書館,AC,22.41
2025-Q1,EA24,宏匯思源i-Tower大樓,AC,6.37
2025-Q1,EA25,新北三峽公有市場,AC,29.84
2025-Q1,EA26,新北民享公有市場,AC,82.77
2025-Q1,EA27,新北泰山公有市場,AC,87.15
2025-Q1,EA28,屏東YOHO悠活渡假村,AC,12.15
2025-Q1,EA29,台北萬華車站地下停車場,AC,109.87
2025-Q1,EA30,財稅大樓停車場,AC,96.13
2025-Q1,EA31,歐特儀股份有限公司凱旋三路停車場,AC,39.15
2025-Q1,EA32,歐特儀股份有限公司鎮興停車場,AC,19.95
2025-Q1,EA33,歐特儀股份有限公司鎮賢停車場,AC,31.33
2025-Q1,EA34,歐特儀股份有限公司鎮榮停車場,AC,72.27
2025-Q1,EA35,歐特儀股份有限公司旗津老街停車場,AC,22.06
2025-Q1,EA36,歐特儀股份有限公司仁愛三街停車場,AC,26.8
2025-Q1,EA37,歐特儀股份有限公司中光停車場,AC,74.89
2025-Q1,EA38,大東文化藝術中心地下停車場,AC,61.99
2025-Q1,EA39,歐特儀股份有限公司時代大道停車場,AC,49.81
2025-Q1,EA40,高雄武廟停車場,AC,268.21
2025-Q1,EA41,光武國小體操館地下停車場,AC,99.1
2025-Q1,EA42,歐特儀股份有限公司后安停車場,AC,52.93
2025-Q1,EA43,歐特儀股份有限公司華山停車場,AC,71.76
2025-Q1,EA44,歐特儀股份有限公司瑞福停車場(A區),AC,62.18
2025-Q1,EA45,歐特儀股份有限公司瑞福停車場(B區),AC,52.46
2025-Q1,EA46,歐特儀股份有限公司瑞豐停車場(A區),AC,53.15
2025-Q1,EA47,歐特儀股份有限公司瑞豐停車場(B區),AC,63.13
2025-Q1,EA48,歐特儀股份有限公司成功二路停車場,AC,25.58
2025-Q1,EA49,歐特儀股份有限公司德昌停車場,AC,90.6
2025-Q1,EA50,歐特儀股份有限公司瑞泰停車場,AC,29.56
2025-Q1,EA51,歐特儀股份有限公司瑞北停車場,AC,0.42
2025-Q1,EA52,歐特儀股份有限公司崗山仔公園停車場,AC,39.61
2025-Q1,EA53,高雄自強停車場,AC,97.71
2025-Q1,EA55,歐特儀股份有限公司店北停車場,AC,51.77
2025-Q1,EA56,歐特儀_捷運木柵站轉乘停車場,AC,198.49
2025-Q1,EA57,歐特儀_捷運新店站轉乘停車場,AC,210.94
2025-Q1,EA58,歐特儀_捷運南勢角站轉乘停車場,AC,289.37
2025-Q1,EA59,辰淵_高雄左營實踐停車場,AC,2.31
2025-Q1,EA60,辰淵_高雄左營啟文停車場,AC,7.35
2025-Q1,EA61,辰淵海功立體停車場,AC,5.77
2025-Q1,EA62,國立台灣大學_芳蘭第一平面停車場,AC,2.07
2025-Q1,EA63,國立台灣大學_生醫工程館地下停車場,AC,14.59
2025-Q1,EA64,國立台灣大學_水源校區臨時停車場,AC,25.98
2025-Q1,EA65,國立台灣大學_新南地下停車場,AC,68.1
2025-Q1,EA66,MITSUI OUTLET PARK 林口Ⅱ館,AC,344.41
2025-Q1,EA67,宜蘭羅東聖母醫院,AC,17.76
2025-Q1,EA68,宜蘭羅東南門地下停車場,AC,31.43
2025-Q1,EA69,凱映_南投三塊厝停車場,AC,0
2025-Q1,EA70,基隆中正行政大樓停車場,AC,4.53
2025-Q1,EA71,桃園台茂購物中心立體停車場,AC,90.48
2025-Q1,EA71,桃園台茂購物中心立體停車場,DC,100.2
2025-Q1,EA73,歐特儀股份有限公司澄東停車場,AC,42.36
2025-Q1,EA74,歐特儀股份有限公司大社自強街停車場,AC,8.45
2025-Q1,EA75,歐特儀股份有限公司甲仙林森(A區)停車場,AC,0.46
2025-Q1,EA76,歐特儀股份有限公司甲仙林森(B區)停車場,AC,0.26
2025-Q1,EA77,歐特儀股份有限公司安樂三街停車場,AC,2.75
2025-Q1,EA78,歐特儀股份有限公司燕巢燕北停車場,AC,8.85
2025-Q1,EA79,歐特儀股份有限公司觀音山停車場(A區),AC,4.45
2025-Q1,EA80,歐特儀股份有限公司觀音山停車場(B區),AC,1.64
2025-Q1,EA81,台中正心停車場,AC,45.01
2025-Q1,EA84,台中東榮立體停車場,AC,49.99
2025-Q1,EA85,歐特儀_台中航空站國際航廈停車場,AC,43.79
2025-Q1,EA85,歐特儀_台中航空站國際航廈停車場,DC,233.86
2025-Q1,EA87,屏東衛生局停車場,AC,6.1
2025-Q1,EA92,聯合醫院_台北仁愛院區,AC,5.22
2025-Q1,EA93,聯合醫院_台北和平院區,AC,1.52
2025-Q1,EA95,聯合醫院_台北松德院區,AC,0.14
2025-Q1,EA96,聯合醫院_台北婦幼院區,AC,4.22
2025-Q1,EA97,聯合醫院_台北陽明院區,AC,4.11
2025-Q1,EA98,聯合醫院_台北中興院區,AC,4.73
2025-Q1,EA99,歐特儀_台北延平國小停車場,AC,16.25
2025-Q1,EB00,歐特儀_新竹稅務停車場,AC,99.68
2025-Q1,EB01,歐特儀_新竹竹榮停車場,AC,44.98
2025-Q1,EB02,歐特儀_新竹竹光停車場,AC,124.11
2025-Q1,EB03,歐特儀_台中楓樹停車場,AC,4.9
2025-Q1,EB04,歐特儀_台中中央公園南側停車場,AC,41.8
2025-Q1,EB05,歐特儀_台中中華停車場,AC,37.92
2025-Q1,EB06,歐特儀_台中中央公園地下停車場,AC,33.73
2025-Q1,EB07,歐特儀_台中牛罵頭停車場,AC,6.69
2025-Q1,EB08,歐特儀_台中文修停車場,AC,17.32
2025-Q1,EB10,歐特儀_台中中央公園北側停車場,AC,0.16
2025-Q1,EB12,歐特儀股份有限公司光華停車場,AC,158.75
2025-Q1,EB13,歐特儀股份有限公司管仲停車場,AC,74.06
2025-Q1,EB15,歐特儀_台中永和巷公園停車場,AC,5.06
2025-Q1,EB16,歐特儀_台中文心森林公園停車場,AC,20.15
2025-Q1,EB17,歐特儀_台中錢嶺停車場,AC,0.08
2025-Q1,EB18,歐特儀_台中新厝停車場,AC,10.14
2025-Q1,EB19,歐特儀_台中立元停車場,AC,5.23
2025-Q1,EB20,歐特儀_台中仁堤停車場,AC,7.76
2025-Q1,EB21,歐特儀_台中三塊厝停車場,AC,13.76
2025-Q1,EB22,台中北區區公所,AC,6.81
2025-Q1,EB23,辰淵_高雄七老爺停車場,AC,0
2025-Q1,EB24,辰淵_高雄孔宅停車場,AC,0
2025-Q1,EB25,鳳頂停車場,AC,9.22
2025-Q1,EB26,歐特儀_台中航空站國內航廈停車場,AC,0.16
2025-Q1,EB27,鼓山國小操場地下停車場,AC,0
2025-Q1,EB29,辰淵_桃園客家文化館,DC,2.66
2025-Q1,EB30,國立臺灣歷史博物館遊客停車場,AC,0.11
2025-Q1,EB31,歐特儀股份有限公司旗山體育場停車場,AC,0
2025-Q1,EB32,歐特儀_三峽台北大學運動場停車場,AC,0
2025-Q1,EB34,平和停車場,AC,12.56
2025-Q1,EB35,歐特儀股份有限公司瑞昌停車場,AC,5.25
2025-Q1,EB36,民富停車場,AC,1.84
2025-Q1,EB38,力揚_台北大稻埕停車場,AC,0
2025-Q1,EB41,宏達_新北三重慈濟停車場,AC,0
2025-Q1,EB43,歐特儀_台中崇德館五義停車場,AC,0
2025-Q1,EV00,台北內湖旗艦站,AC,214.94
2025-Q1,EV00,台北內湖旗艦站,DC,607.1
2025-Q1,EV01,高雄鳳頂高爾夫練習場,AC,11.34
2025-Q1,EV02,嘉義優遊吧斯,AC,3.82
2025-Q1,EV03,新竹老爺關西高爾夫,AC,35.17
2025-Q1,EV04,桃園JC PARK春日館,AC,39.98
2025-Q1,EV05,台中港酒店,AC,31.49
2025-Q1,EV06,台中裕元花園酒店,AC,64.32
2025-Q1,EV07,宜蘭新月廣場,AC,118.55
2025-Q1,EV08,Times台南U.I.J Hotel & Hostel停車場,AC,20.3
2025-Q1,EV09,台北大倉久和大飯店,AC,14.62
2025-Q1,EV10,高雄漢神百貨,AC,54.72
2025-Q1,EV11,台北台日交流協會,AC,23.01
2025-Q1,EV12,宜蘭安永心食館,DC,3.71
2025-Q1,EV13,新竹昌益科技產發園區,AC,76.23
2025-Q1,EV14,台北花園大酒店,AC,20
2025-Q1,EV15,嘉義翁聚德觀光工廠,AC,3.44
2025-Q1,EV15,嘉義翁聚德觀光工廠,DC,93.06
2025-Q1,EV16,嘉義耐斯王子大飯店,AC,36.25
2025-Q1,EV17,台北信義之星(限住戶使用),AC,17.9
2025-Q1,EV18,台中福華大飯店,AC,47.02
2025-Q1,EV19,苗栗天空之城,AC,3.37
2025-Q1,EV20,新北土城日月光廣場,AC,39.39
2025-Q1,EV20,新北土城日月光廣場,DC,75.44
2025-Q1,EV21,新北馥蘭朵烏來渡假酒店,AC,3.93
2025-Q1,EV22,宜蘭五結綠舞觀光飯店,AC,7.52
2025-Q1,EV23,台中豐原高爾夫球場,AC,20.88
2025-Q1,EV24,宜蘭礁溪立體停車場(原宜蘭九號溫泉),AC,68.24
2025-Q1,EV24,宜蘭礁溪立體停車場(原宜蘭九號溫泉),DC,94.71
2025-Q1,EV25,新北萬里沐舍酒店,DC,22.57
2025-Q1,EV26,宜蘭外澳服務區停車場,AC,6.01
2025-Q1,EV27,新竹豐邑喜來登大飯店,AC,92.12
2025-Q1,EV28,新竹Big City遠東巨城,AC,335.78
2025-Q1,EV28,新竹Big City遠東巨城,DC,33.19
2025-Q1,EV29,高雄大榮中學停車場,AC,54.37
2025-Q1,EV30,雲林斗六緻麗伯爵酒店,AC,20.51
2025-Q1,EV31,新北永和比漾廣場,AC,58.35
2025-Q1,EV32,台中米平方廣場,AC,31.59
2025-Q1,EV33,台東日暉國際渡假村,AC,6.85
2025-Q1,EV34,台北維多麗亞酒店,AC,17.96
2025-Q1,EV35,宜蘭蘭陽烏石港海景酒店,AC,13.56
2025-Q1,EV36,台中豐邑MOXY酒店,AC,42.4
2025-Q1,EV37,高雄SKM Park,AC,85.71
2025-Q1,EV38,花蓮立閣人文旅店,AC,0.32
2025-Q1,EV38,花蓮立閣人文旅店,DC,16.42
2025-Q1,EV39,新北汐止宏碁大樓(限大樓員工/廠商使用),AC,46.58
2025-Q1,EV40,新北大板根森林溫泉渡假村,AC,27.44
2025-Q1,EV41,台南長榮酒店,AC,34.62
2025-Q1,EV42,苗栗三義車亭服務區,DC,198.36
2025-Q1,EV43,台南南瀛綠都心停車場,AC,24.97
2025-Q1,EV46,台北101購物中心,AC,512.41
2025-Q1,EV46,台北101購物中心,DC,300.57
2025-Q1,EV47,新竹和選旅,AC,32.88
2025-Q1,EV47,新竹和選旅,DC,13.42
2025-Q1,EV48,新北汐止宏碁公司(限宏碁員工/廠商使用),AC,30.09
2025-Q1,EV49,嘉義故宮南院 ,AC,24.18
2025-Q1,EV50,溪頭盛軒森林渡假會館,AC,3.44
2025-Q1,EV51,南投集集金格民宿,AC,3.31
2025-Q1,EV52,雀客藏居_台北陽明山,AC,13.15
2025-Q1,EV53,高雄展覽館,AC,9.17
2025-Q1,EV53,高雄展覽館,DC,9.22
2025-Q1,EV54,台南富農停車場,AC,19.69
2025-Q1,EV55,南投埔里故事館,AC,1.72
2025-Q1,EV56,花蓮芳草古樹花園,AC,3.35
2025-Q1,EV57,花蓮本來食藝空間,AC,1.11
2025-Q1,EV58,MITSUI OUTLET PARK 林口Ⅰ館,AC,403.64
2025-Q1,EV59,小港立體停車場,AC,17.9
2025-Q1,EV59,小港立體停車場,DC,5.76
2025-Q1,EV60,桃園龍潭渴望會館,AC,8.93
2025-Q1,EV61,台北101_賓士目的地充電站,AC,125.04
2025-Q1,EV62,高雄右昌停車場,AC,2.58
2025-Q1,EV63,高雄漢神巨蛋,AC,37.25
2025-Q1,EV64,嘉義阿里山英迪格酒店,AC,46.26
2025-Q1,EV66,高雄景昌停車場,AC,12.86
2025-Q1,EV67,新焦點麗車坊_台南永華門市,DC,64.52
2025-Q1,EV68,新北新店台北慈濟醫院,AC,67.9
2025-Q1,EV69,新北八里福朋喜來登酒店,AC,33.9
